timestamp,index,target_posx,target_posy,current_posx,current_posy,Vx,Vy
1.76543e+09,82,-0.0947812,-0.0229761,-0.0999997,-0.0499999,-0.00607576,-0.0213989
1.76543e+09,82,-0.0989536,-0.0257773,-0.0999997,-0.0499999,-0.00325042,-0.0194838
1.76543e+09,82,-0.0997839,-0.0238379,-0.0999997,-0.0499999,-0.00268105,-0.0208007
1.76543e+09,82,-0.100532,-0.0220259,-0.0999997,-0.0499999,-0.002185,-0.0220287
1.76543e+09,82,-0.104436,-0.0259491,-0.0999997,-0.0499999,0.00046558,-0.0193538
1.76543e+09,82,-0.105597,-0.0275805,-0.0999997,-0.0499999,0.00128462,-0.0182432
1.76543e+09,82,-0.105579,-0.0246854,-0.0999997,-0.0499999,0.00130747,-0.0202119
1.76543e+09,82,-0.0989997,-0.0273695,-0.0999997,-0.0499999,-0.00316434,-0.0183955
1.76543e+09,82,-0.100594,-0.0239562,-0.0999997,-0.0499999,-0.00206703,-0.0207146
1.76543e+09,82,-0.104286,-0.025436,-0.0999997,-0.0499999,0.000452683,-0.0197027
1.76543e+09,82,-0.102119,-0.0297619,-0.0999997,-0.0499999,0,0
1.76543e+09,82,-0.102419,-0.0289108,-0.0999997,-0.0499999,-0.000781436,-0.0173425
1.76543e+09,82,-0.101404,-0.0276839,-0.0999997,-0.0499999,-0.00144627,-0.0181795
1.76543e+09,82,-0.0975294,-0.029642,-0.0999997,-0.0499999,-0.00411386,-0.016853
1.76543e+09,82,-0.0959435,-0.0290976,-0.0999997,-0.0499999,-0.00520124,-0.0172302
1.76543e+09,82,-0.102192,-0.0286621,-0.0999997,-0.0499999,0,0
1.76543e+09,82,-0.0957227,-0.0290585,-0.0999997,-0.0499999,-0.00532337,-0.0172698
1.76543e+09,82,-0.100218,-0.0285965,-0.0999997,-0.0499999,-0.00226883,-0.0175663
1.76543e+09,82,-0.0988787,-0.0264036,-0.0999997,-0.0499999,-0.00318541,-0.0190612
1.76543e+09,82,-0.0979075,-0.0284227,-0.0999997,-0.0499999,-0.00387178,-0.01769
1.76543e+09,82,-0.102562,-0.0290711,-0.0999997,-0.0499999,-0.000714538,-0.017234
timestamp,index,target_posx,target_posy,current_posx,current_posy,Vx,Vy
1.76543e+09,1,-0.101268,-0.0335453,-0.0999997,8.86619e-08,0.00431579,0.120773
1.76543e+09,2,-0.10363,-0.0349379,-0.0999997,0.0500001,0.012448,0.305803
1.76543e+09,3,-0.100013,-0.0311953,-0.0999997,0.1,-0.000700151,0.472303
1.76543e+09,4,-0.102831,-0.0355051,-0.0999997,0.15,0.00848144,0.667843
1.76543e+09,5,-0.108015,-0.0363135,-0.0999997,0.2,0.0240822,0.850878
1.76543e+09,6,-0.10421,-0.033399,-0.0999997,0.25,0.0046338,0.999989
1.76543e+09,7,-0.10102,-0.0323539,-0.0999997,0.3,-0.0127217,0.999919
1.76543e+09,8,-0.0963778,-0.0312566,-0.0999997,0.35,-0.0280828,0.999606
1.76543e+09,9,-0.0956962,-0.0298927,-0.0999997,0.4,-0.0303752,0.999539
1.76543e+09,10,-0.09541,-0.031206,-0.0999997,0.45,-0.0304729,0.999536
1.76543e+09,11,-0.0981847,-0.015046,-0.0999997,0.5,-0.0249533,0.999689
1.76543e+09,12,-0.10082,0.0171173,-0.0999997,0.55,-0.0216574,0.999765
1.76543e+09,13,-0.102228,0.0619638,-0.0999997,0.6,-0.020523,0.999789
1.76543e+09,14,-0.100988,0.127214,-0.0999997,0.65,-0.0235132,0.999724
1.76543e+09,15,-0.101071,0.204152,-0.0999997,0.7,-0.0256901,0.99967
1.76543e+09,16,-0.109041,0.298972,-0.0999997,0.75,-0.00990908,0.999951
1.76543e+09,17,-0.105544,0.403195,-0.0999997,0.8,-0.0151181,0.999886
1.76543e+09,18,-0.108723,0.514928,-0.0999997,0.85,-0.00721166,0.999974
1.76543e+09,19,-0.0991682,0.620608,-0.0999997,0.9,-0.030927,0.999522
1.76543e+09,20,-0.105335,0.717226,-0.0999997,0.95,-0.00623952,0.838183
1.76543e+09,21,-0.106067,0.813449,-0.0999997,1,0.00204039,0.671935
1.76543e+09,22,-0.111848,0.918147,-0.0999997,1.05,0.0278569,0.475769
1.76543e+09,23,-0.109892,0.984178,-0.0999997,1.1,0.0228103,0.417854
1.76543e+09,24,-0.111712,1.03792,-0.0999997,1.15,0.0305644,0.40452
1.76543e+09,25,-0.109906,1.07834,-0.0999997,1.2,0.0238725,0.438774
1.76543e+09,26,-0.105819,1.11592,-0.0999997,1.25,0.00780649,0.483078
1.76543e+09,27,-0.105634,1.16352,-0.0999997,1.3,0.00704309,0.4917
1.76543e+09,28,-0.0978556,1.20949,-0.0999997,1.35,-0.0205911,0.50546
1.76543e+09,29,-0.103239,1.25944,-0.0999997,1.4,-0.00221979,0.506147
1.76543e+09,30,-0.108384,1.30735,-0.0999997,1.45,0.0163701,0.514151
1.76543e+09,31,-0.105555,1.35789,-0.0999997,1.5,0.00662601,0.511937
1.76543e+09,32,-0.108473,1.41195,-0.0999997,1.55,0.0171661,0.497626
1.76543e+09,33,-0.101298,1.46292,-0.0999997,1.6,-0.00765019,0.493441
1.76543e+09,34,-0.107906,1.51511,-0.0999997,1.65,0.0159816,0.48616
1.76543e+09,35,-0.106578,1.55822,-0.0999997,1.7,0.0107815,0.51085
1.76543e+09,36,-0.10915,1.60992,-0.0999997,1.75,0.0200719,0.504952
1.76543e+09,37,-0.10484,1.65872,-0.0999997,1.8,0.0043856,0.508875
1.76543e+09,38,-0.107314,1.70983,-0.0999997,1.85,0.0133865,0.505105
1.76543e+09,39,-0.100719,1.76251,-0.0999997,1.9,-0.00982025,0.494861
1.76543e+09,40,-0.101392,1.80822,-0.0999997,1.95,-0.00803019,0.510363
1.76543e+09,41,-0.105798,1.85775,-0.0999997,2,0.00756715,0.512483
1.76543e+09,42,-0.100725,1.91112,-0.0999997,2.05,-0.00969726,0.499888
1.76543e+09,43,-0.100683,1.96444,-0.0999997,2.1,-0.00970793,0.48792
1.76543e+09,44,-0.103439,2.0089,-0.0999997,2.15,7.31012e-05,0.508108
1.76543e+09,45,-0.106693,2.06078,-0.0999997,2.2,0.0116155,0.501647
1.76543e+09,46,-0.104539,2.1076,-0.0999997,2.25,0.00389343,0.512889
1.76543e+09,47,-0.110136,2.16196,-0.0999997,2.3,0.0245958,0.497658
1.76543e+09,48,-0.111613,2.2155,-0.0999997,2.35,0.0304226,0.485058
1.76543e+09,49,-0.107527,2.25721,-0.0999997,2.4,0.0147858,0.51453
1.76543e+09,50,-0.108814,2.30492,-0.0999997,2.45,0.0194056,0.522889
1.76543e+09,51,-0.105988,2.35523,-0.0999997,2.5,0.00991582,0.521535
1.76543e+09,52,-0.103336,2.40865,-0.0999997,2.55,0.000994959,0.50901
1.76543e+09,53,-0.105633,2.46397,-0.0999997,2.6,0.00940689,0.490053
1.76543e+09,54,-0.100299,2.5187,-0.0999997,2.65,-0.00895104,0.472614
1.76543e+09,55,-0.107323,2.56561,-0.0999997,2.7,0.0155744,0.484284
1.76543e+09,56,-0.102816,2.61279,-0.0999997,2.75,-0.000808593,0.494077
1.76543e+09,57,-0.105357,2.66147,-0.0999997,2.8,0.00803233,0.499016
1.76543e+09,58,-0.0998405,2.7105,-0.0999997,2.85,-0.011676,0.502078
1.76543e+09,59,-0.103364,2.76383,-0.0999997,2.9,0.00148649,0.490344
1.76543e+09,60,-0.103002,2.8073,-0.0999997,2.95,-0.000278406,0.51382
1.76543e+09,61,-0.107173,2.86075,-0.15,2.95,-0.160951,0.317965
1.76543e+09,62,-0.111128,2.90499,-0.2,2.95,-0.323854,0.15405
1.76543e+09,63,-0.0999759,2.94244,-0.25,2.95,-0.540482,0.0176692
1.76543e+09,64,-0.108751,2.96024,-0.3,2.95,-0.687442,-0.0529892
1.76543e+09,65,-0.106012,2.95773,-0.35,2.95,-0.877747,-0.0429507
1.76543e+09,66,-0.107917,2.95674,-0.4,2.95,-0.999173,-0.0406622
1.76543e+09,67,-0.105106,2.95342,-0.45,2.95,-0.999626,-0.0273353
1.76543e+09,68,-0.106826,2.95291,-0.5,2.95,-0.99969,-0.0248832
1.76543e+09,69,-0.106879,2.95693,-0.55,2.95,-0.999442,-0.033398
1.76543e+09,70,-0.103968,2.96184,-0.6,2.95,-0.999139,-0.0414889
1.76543e+09,71,-0.102705,2.95407,-0.65,2.95,-0.999696,-0.0246659
1.76543e+09,72,-0.0986664,2.95571,-0.7,2.95,-0.999597,-0.028392
1.76543e+09,73,-0.100755,2.95293,-0.75,2.95,-0.999749,-0.0223825
1.76543e+09,74,-0.100965,2.95368,-0.8,2.95,-0.999806,-0.0197133
1.76543e+09,75,-0.102511,2.95676,-0.85,2.95,-0.999714,-0.0239007
1.76543e+09,76,-0.104749,2.96001,-0.9,2.95,-0.999632,-0.0271278
1.76543e+09,81,-0.120741,2.95343,-0.95,2.95,-0.566829,-0.008707
1.76543e+09,81,-0.154121,2.94501,-1,2.95,-0.578221,-0.00280019
1.76543e+09,81,-0.193936,2.95477,-1.05,2.95,-0.585032,-0.0103489
1.76543e+09,81,-0.252473,2.95068,-1.1,2.95,-0.57929,-0.00605121
1.76543e+09,81,-0.311557,2.94816,-1.15,2.95,-0.573133,-0.00484376
1.76543e+09,81,-0.363405,2.95206,-1.15,2.95,-0.537846,-0.00645884
1.76543e+09,81,-0.42116,2.945,-1.15,2.95,-0.498646,-0.000294808
1.76543e+09,81,-0.479599,2.94097,-1.15,2.95,-0.458942,0.00343624
1.76543e+09,81,-0.521807,2.94188,-1.15,2.95,-0.430235,0.00334821
1.76543e+09,81,-0.571603,2.93538,-1.15,2.95,-0.396413,0.00884458
1.76543e+09,81,-0.616881,2.93412,-1.15,2.95,-0.365649,0.00954902
1.76543e+09,81,-0.6579,2.92658,-1.15,2.95,-0.337799,0.0154884
1.76543e+09,81,-0.695546,2.92633,-1.15,2.95,-0.312198,0.0160846
1.76543e+09,81,-0.724832,2.93013,-1.15,2.95,-0.292231,0.0142954
1.76543e+09,81,-0.755238,2.93638,-1.15,2.95,-0.271526,0.010121
1.76543e+09,81,-0.783174,2.9454,-1.15,2.95,-0.252485,0.0039235
1.76543e+09,81,-0.814949,2.94458,-1.15,2.95,-0.230892,0.0042833
1.76543e+09,81,-0.842023,2.93687,-1.15,2.95,-0.212534,0.00977911
1.76543e+09,81,-0.864092,2.93727,-1.15,2.95,-0.197516,0.00984485
1.76543e+09,81,-0.885407,2.93346,-1.15,2.95,-0.183053,0.0124689
1.76543e+09,81,-0.902578,2.93636,-1.15,2.95,-0.171364,0.0105124
1.76543e+09,81,-0.917676,2.93789,-1.15,2.95,-0.161074,0.00979465
1.76543e+09,81,-0.932348,2.94009,-1.15,2.95,-0.151083,0.00840123
1.76543e+09,81,-0.951801,2.93568,-1.15,2.95,-0.137883,0.0115082
1.76543e+09,81,-0.966462,2.93291,-1.15,2.95,-0.127928,0.0135091
1.76543e+09,81,-0.978382,2.93399,-1.15,2.95,-0.119814,0.0128687
1.76543e+09,81,-0.990445,2.93739,-1.15,2.95,-0.111592,0.0106293
1.76543e+09,81,-1.00318,2.93779,-1.15,2.95,-0.102932,0.0103996
1.76543e+09,81,-1.01602,2.93786,-1.15,2.95,-0.0941989,0.0104223
1.76543e+09,81,-1.02328,2.93774,-1.15,2.95,-0.0892694,0.0105098
1.76543e+09,81,-1.03153,2.93773,-1.15,2.95,-0.0836567,0.0106183
1.76543e+09,81,-1.0457,2.93787,-1.15,2.95,-0.0740155,0.0106094
